"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","carnitine metabolic process, CoA-linked","GO:0019254","1","0","1","595","1","8796","TC014006"
"GO:BP","N-acetylneuraminate catabolic process","GO:0019262","1","0","4","595","1","8796","TC014551"
"GO:BP","inositol catabolic process","GO:0019310","1","0","1","595","1","8796","TC015591"
"GO:BP","hexose metabolic process","GO:0019318","1","0","49","595","1","8796","TC006170"
"GO:BP","nicotinamide nucleotide biosynthetic process","GO:0019359","1","0","7","595","1","8796","TC001634"
"GO:BP","viral life cycle","GO:0019058","1","0","2","595","1","8796","TC016197"
"GO:BP","antigen processing and presentation","GO:0019882","1","0","2","595","1","8796","TC013075"
"GO:BP","axonal transport of mitochondrion","GO:0019896","1","0","1","595","1","8796","TC008318"
"GO:BP","lipid storage","GO:0019915","1","0","5","595","2","8796","TC003116,TC007656"
"GO:BP","establishment of cell polarity","GO:0030010","1","0","12","595","2","8796","TC012455,TC015986"
"GO:BP","actin filament-based process","GO:0030029","1","0","147","595","17","8796","TC001109,TC001759,TC002963,TC003222,TC003433,TC004311,TC005186,TC006152,TC006673,TC007136,TC007173,TC010445,TC013790,TC014041,TC015016,TC015986,TC030614"
"GO:BP","cell projection organization","GO:0030030","1","0","241","595","15","8796","TC001193,TC003774,TC004144,TC004583,TC004637,TC004721,TC007253,TC008292,TC008997,TC009109,TC009546,TC010814,TC014179,TC014181,TC030614"
"GO:BP","cell projection assembly","GO:0030031","1","0","129","595","4","8796","TC001193,TC004637,TC009109,TC030614"
"GO:BP","lamellipodium assembly","GO:0030032","1","0","3","595","1","8796","TC030614"
"GO:BP","actin cytoskeleton organization","GO:0030036","1","0","147","595","17","8796","TC001109,TC001759,TC002963,TC003222,TC003433,TC004311,TC005186,TC006152,TC006673,TC007136,TC007173,TC010445,TC013790,TC014041,TC015016,TC015986,TC030614"
"GO:BP","actin filament polymerization","GO:0030041","1","0","36","595","4","8796","TC001109,TC007173,TC013790,TC030614"
"GO:BP","actin filament depolymerization","GO:0030042","1","0","14","595","3","8796","TC001109,TC007173,TC030614"
"GO:BP","hemopoiesis","GO:0030097","1","0","18","595","2","8796","TC008417,TC009266"
"GO:BP","lymphocyte differentiation","GO:0030098","1","0","1","595","1","8796","TC009266"
"GO:BP","regulation of Wnt signaling pathway","GO:0030111","1","0","26","595","4","8796","TC001192,TC006314,TC007146,TC013754"
"GO:BP","intracellular potassium ion homeostasis","GO:0030007","1","0","10","595","1","8796","TC015676"
"GO:BP","sphingolipid biosynthetic process","GO:0030148","1","0","48","595","2","8796","TC006052,TC011121"
"GO:BP","protein import into mitochondrial matrix","GO:0030150","1","0","14","595","1","8796","TC008130"
"GO:BP","cell differentiation","GO:0030154","1","0","406","595","27","8796","TC001087,TC002522,TC003774,TC004014,TC004144,TC004583,TC004683,TC004721,TC006314,TC007136,TC007173,TC007253,TC008292,TC008417,TC008860,TC009266,TC009818,TC010405,TC010446,TC010814,TC013230,TC013689,TC013742,TC014179,TC014181,TC014516,TC015016"
"GO:BP","cellular lipid metabolic process","GO:0044255","1","0","365","595","31","8796","TC000449,TC000678,TC000759,TC001035,TC001754,TC003116,TC004663,TC004703,TC004777,TC006052,TC006471,TC007508,TC007628,TC008216,TC009172,TC009257,TC009264,TC010108,TC010774,TC011121,TC011522,TC011540,TC013312,TC014085,TC014514,TC014743,TC015071,TC015096,TC015176,TC015613,TC015628"
"GO:BP","regulation of proteolysis","GO:0030162","1","0","94","595","8","8796","TC000760,TC001697,TC005841,TC006314,TC006323,TC009844,TC011508,TC030076"
"GO:BP","protein catabolic process","GO:0030163","1","0","288","595","27","8796","TC000069,TC000223,TC000502,TC001072,TC001697,TC002590,TC003401,TC004675,TC006314,TC006323,TC006704,TC007434,TC007847,TC007891,TC008294,TC008421,TC009817,TC010662,TC010838,TC010871,TC011538,TC013292,TC014286,TC015728,TC015816,TC030625,TC030779"
"GO:BP","proteoglycan biosynthetic process","GO:0030166","1","0","15","595","4","8796","TC004674,TC004758,TC004910,TC013753"
"GO:BP","positive regulation of Wnt signaling pathway","GO:0030177","1","0","10","595","2","8796","TC001192,TC013754"
"GO:BP","negative regulation of Wnt signaling pathway","GO:0030178","1","0","13","595","1","8796","TC006314"
"GO:BP","neuron differentiation","GO:0030182","1","0","183","595","13","8796","TC003774,TC004144,TC004583,TC004721,TC007173,TC007253,TC008292,TC008860,TC010814,TC013742,TC014179,TC014181,TC015016"
"GO:BP","B cell differentiation","GO:0030183","1","0","1","595","1","8796","TC009266"
"GO:BP","heparan sulfate proteoglycan metabolic process","GO:0030201","1","0","2","595","1","8796","TC013753"
"GO:BP","sphingolipid catabolic process","GO:0030149","1","0","28","595","1","8796","TC011540"
"GO:BP","peptidyl-arginine modification","GO:0018195","1","0","8","595","1","8796","TC004581"
"GO:BP","intracellular monoatomic cation homeostasis","GO:0030003","1","0","85","595","11","8796","TC000476,TC001761,TC004855,TC005820,TC008118,TC008422,TC010758,TC011526,TC012133,TC014040,TC015676"
"GO:BP","adaptation of signaling pathway","GO:0023058","1","0","4","595","1","8796","TC009551"
"GO:BP","cGMP-mediated signaling","GO:0019934","1","0","9","595","1","8796","TC002545"
"GO:BP","cyclic-nucleotide-mediated signaling","GO:0019935","1","0","11","595","1","8796","TC002545"
"GO:BP","modification-dependent protein catabolic process","GO:0019941","1","0","226","595","20","8796","TC000502,TC001072,TC001697,TC002590,TC003401,TC004675,TC006314,TC006323,TC006704,TC007434,TC007847,TC007891,TC008294,TC009817,TC010662,TC010838,TC014286,TC015728,TC015816,TC030779"
"GO:BP","sexual reproduction","GO:0019953","1","0","81","595","3","8796","TC004014,TC009633,TC014516"
"GO:BP","neurogenesis","GO:0022008","1","0","219","595","16","8796","TC003774,TC004144,TC004583,TC004721,TC007173,TC007253,TC008292,TC008860,TC009818,TC010446,TC010814,TC013230,TC013742,TC014179,TC014181,TC015016"
"GO:BP","negative adaptation of signaling pathway","GO:0022401","1","0","4","595","1","8796","TC009551"
"GO:BP","cell cycle process","GO:0022402","1","0","233","595","16","8796","TC000032,TC001072,TC004013,TC004134,TC006296,TC006627,TC007850,TC008618,TC009633,TC009721,TC011200,TC012455,TC012831,TC014023,TC014984,TC015986"
"GO:BP","membrane docking","GO:0022406","1","0","26","595","3","8796","TC002864,TC006102,TC006604"
"GO:BP","circadian sleep/wake cycle process","GO:0022410","1","0","12","595","2","8796","TC005524,TC005525"
"GO:BP","cellular component disassembly","GO:0022411","1","0","86","595","10","8796","TC000806,TC001108,TC001109,TC001750,TC004801,TC007173,TC007876,TC010011,TC013571,TC030614"
"GO:BP","reproductive process","GO:0022414","1","0","261","595","4","8796","TC004014,TC009633,TC014516,TC015124"
"GO:BP","metal ion transport","GO:0030001","1","0","266","595","15","8796","TC000476,TC001752,TC001761,TC004130,TC004591,TC005524,TC005525,TC005842,TC008118,TC008422,TC011526,TC013747,TC014040,TC015676,TC015941"
"GO:BP","regulation of anatomical structure morphogenesis","GO:0022603","1","0","25","595","4","8796","TC003774,TC004144,TC004583,TC014179"
"GO:BP","cellular component assembly","GO:0022607","1","0","585","595","41","8796","TC000477,TC001103,TC001109,TC001193,TC002949,TC003587,TC004013,TC004130,TC004134,TC004637,TC004939,TC005665,TC005794,TC006673,TC007079,TC007136,TC007173,TC007656,TC007850,TC007906,TC008111,TC008402,TC008618,TC008860,TC009109,TC009280,TC009721,TC010011,TC010334,TC010870,TC011241,TC011347,TC011517,TC011978,TC012375,TC013570,TC013790,TC015014,TC015622,TC016231,TC030614"
"GO:BP","ribonucleoprotein complex biogenesis","GO:0022613","1","0","257","595","25","8796","TC000477,TC001103,TC001108,TC002912,TC003119,TC003433,TC003587,TC004314,TC005665,TC005794,TC006313,TC007123,TC007176,TC007893,TC008111,TC010334,TC011241,TC011517,TC011527,TC011978,TC012019,TC012375,TC013885,TC016231,TC030596"
"GO:BP","DNA strand elongation","GO:0022616","1","0","13","595","1","8796","TC004017"
"GO:BP","protein-RNA complex assembly","GO:0022618","1","0","93","595","12","8796","TC000477,TC001103,TC003587,TC005665,TC005794,TC008111,TC010334,TC011241,TC011517,TC011978,TC012375,TC016231"
"GO:BP","regulation of transmembrane transporter activity","GO:0022898","1","0","23","595","3","8796","TC005524,TC005525,TC008118"
"GO:BP","electron transport chain","GO:0022900","1","0","58","595","8","8796","TC000992,TC002817,TC004680,TC004703,TC004939,TC005841,TC010331,TC014895"
"GO:BP","respiratory electron transport chain","GO:0022904","1","0","46","595","5","8796","TC000992,TC004680,TC005841,TC010331,TC014895"
"GO:BP","regulation of signaling","GO:0023051","1","0","319","595","31","8796","TC001192,TC001759,TC002423,TC002545,TC003070,TC003222,TC003774,TC004152,TC004549,TC004616,TC004696,TC005524,TC005525,TC005815,TC006299,TC006314,TC006704,TC007146,TC007618,TC008860,TC009551,TC009818,TC010766,TC012367,TC013754,TC014600,TC015124,TC015365,TC015622,TC015986,TC016197"
"GO:BP","signaling","GO:0023052","1","0","1446","595","73","8796","TC000223,TC001192,TC001612,TC001711,TC001713,TC001759,TC002423,TC002505,TC002522,TC002545,TC002911,TC002973,TC003070,TC003222,TC003645,TC003774,TC004144,TC004152,TC004549,TC004583,TC004616,TC004672,TC004696,TC004792,TC005524,TC005525,TC005815,TC005842,TC006299,TC006314,TC006474,TC006704,TC007131,TC007146,TC007148,TC007170,TC007481,TC007618,TC008417,TC008818,TC008860,TC009170,TC009314,TC009551,TC009818,TC010657,TC010766,TC010778,TC010804,TC010814,TC011145,TC011633,TC012367,TC012388,TC012831,TC013218,TC013230,TC013565,TC013579,TC013589,TC013754,TC014179,TC014181,TC014600,TC015081,TC015120,TC015124,TC015365,TC015622,TC015941,TC015986,TC016197,TC030423"
"GO:BP","positive regulation of signaling","GO:0023056","1","0","80","595","5","8796","TC001192,TC006299,TC013754,TC015365,TC015622"
"GO:BP","negative regulation of signaling","GO:0023057","1","0","88","595","7","8796","TC002545,TC004549,TC006314,TC006704,TC009551,TC010766,TC012367"
"GO:BP","regulation of cell morphogenesis","GO:0022604","1","0","12","595","1","8796","TC004144"
"GO:BP","myofibril assembly","GO:0030239","1","0","5","595","1","8796","TC007136"
"GO:BP","peptidyl-amino acid modification","GO:0018193","1","0","145","595","12","8796","TC002973,TC004121,TC004581,TC004679,TC004792,TC004861,TC012060,TC012378,TC013565,TC014505,TC014642,TC030652"
"GO:BP","peptidyl-serine phosphorylation","GO:0018105","1","0","36","595","3","8796","TC002973,TC004792,TC013565"
"GO:BP","quaternary ammonium group transport","GO:0015697","1","0","2","595","1","8796","TC004690"
"GO:BP","inorganic anion transport","GO:0015698","1","0","57","595","4","8796","TC001752,TC003587,TC007305,TC008787"
"GO:BP","organic anion transport","GO:0015711","1","0","136","595","5","8796","TC002616,TC004639,TC005358,TC005981,TC015635"
"GO:BP","organophosphate ester transport","GO:0015748","1","0","34","595","4","8796","TC004639,TC005981,TC009537,TC013581"
"GO:BP","neutral amino acid transport","GO:0015804","1","0","10","595","1","8796","TC005358"
"GO:BP","L-amino acid transport","GO:0015807","1","0","40","595","3","8796","TC002616,TC005358,TC015635"
"GO:BP","glycine transport","GO:0015816","1","0","4","595","1","8796","TC005358"
"GO:BP","amino-acid betaine transport","GO:0015838","1","0","1","595","1","8796","TC004690"
"GO:BP","monoamine transport","GO:0015844","1","0","14","595","1","8796","TC005842"
"GO:BP","organic acid transport","GO:0015849","1","0","114","595","4","8796","TC002616,TC004639,TC005358,TC015635"
"GO:BP","organic hydroxy compound transport","GO:0015850","1","0","36","595","3","8796","TC005842,TC014227,TC030464"
"GO:BP","purine nucleotide transport","GO:0015865","1","0","10","595","1","8796","TC005981"
"GO:BP","purine ribonucleotide transport","GO:0015868","1","0","8","595","1","8796","TC005981"
"GO:BP","dopamine transport","GO:0015872","1","0","10","595","1","8796","TC005842"
"GO:BP","norepinephrine transport","GO:0015874","1","0","3","595","1","8796","TC005842"
"GO:BP","carnitine transport","GO:0015879","1","0","1","595","1","8796","TC004690"
"GO:BP","coenzyme A transport","GO:0015880","1","0","2","595","1","8796","TC005981"
"GO:BP","FAD transport","GO:0015883","1","0","2","595","1","8796","TC004639"
"GO:BP","folic acid transport","GO:0015884","1","0","1","595","1","8796","TC004639"
"GO:BP","phospholipid transport","GO:0015914","1","0","22","595","2","8796","TC009537,TC013581"
"GO:BP","sterol transport","GO:0015918","1","0","21","595","2","8796","TC014227,TC030464"
"GO:BP","peroxisomal membrane transport","GO:0015919","1","0","13","595","1","8796","TC014905"
"GO:BP","nucleobase-containing compound transport","GO:0015931","1","0","75","595","10","8796","TC004639,TC004742,TC005981,TC007383,TC008131,TC009739,TC010637,TC013629,TC014047,TC015033"
"GO:BP","organic cation transport","GO:0015695","1","0","7","595","2","8796","TC004690,TC005842"
"GO:BP","protein transport","GO:0015031","1","0","315","595","35","8796","TC000223,TC000505,TC000641,TC001231,TC002423,TC003202,TC003212,TC003366,TC003433,TC004594,TC004672,TC004683,TC004742,TC005852,TC006102,TC006116,TC006604,TC007124,TC007383,TC008130,TC009739,TC010886,TC013571,TC013604,TC013609,TC013629,TC014465,TC014905,TC015014,TC015061,TC015633,TC015935,TC015986,TC015996,TC016197"
"GO:BP","heparan sulfate proteoglycan biosynthetic process, enzymatic modification","GO:0015015","1","0","2","595","1","8796","TC013753"
"GO:BP","heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process","GO:0015014","1","0","2","595","1","8796","TC013753"
"GO:BP","negative regulation of organelle organization","GO:0010639","1","0","38","595","3","8796","TC001109,TC007173,TC030614"
"GO:BP","regulation of cell communication","GO:0010646","1","0","318","595","31","8796","TC001192,TC001759,TC002423,TC002545,TC003070,TC003222,TC003774,TC004152,TC004549,TC004616,TC004696,TC005524,TC005525,TC005815,TC006299,TC006314,TC006704,TC007146,TC007618,TC008860,TC009551,TC009818,TC010766,TC012367,TC013754,TC014600,TC015124,TC015365,TC015622,TC015986,TC016197"
"GO:BP","positive regulation of cell communication","GO:0010647","1","0","80","595","5","8796","TC001192,TC006299,TC013754,TC015365,TC015622"
"GO:BP","negative regulation of cell communication","GO:0010648","1","0","88","595","7","8796","TC002545,TC004549,TC006314,TC006704,TC009551,TC010766,TC012367"
"GO:BP","positive regulation of cell development","GO:0010720","1","0","7","595","2","8796","TC004144,TC009266"
"GO:BP","negative regulation of cell development","GO:0010721","1","0","4","595","1","8796","TC014179"
"GO:BP","regulation of cGMP-mediated signaling","GO:0010752","1","0","4","595","1","8796","TC002545"
"GO:BP","negative regulation of cGMP-mediated signaling","GO:0010754","1","0","4","595","1","8796","TC002545"
"GO:BP","regulation of hormone levels","GO:0010817","1","0","13","595","2","8796","TC009257,TC010869"
"GO:BP","lipid localization","GO:0010876","1","0","108","595","9","8796","TC003116,TC007656,TC009441,TC009537,TC010839,TC013581,TC013602,TC014227,TC030464"
"GO:BP","cellular component assembly involved in morphogenesis","GO:0010927","1","0","6","595","1","8796","TC007136"
"GO:BP","proton motive force-driven ATP synthesis","GO:0015986","1","0","16","595","4","8796","TC005628,TC008354,TC013931,TC015322"
"GO:BP","negative regulation of cell cycle process","GO:0010948","1","0","47","595","1","8796","TC012831"
"GO:BP","negative regulation of endopeptidase activity","GO:0010951","1","0","5","595","1","8796","TC009844"
"GO:BP","positive regulation of peptidase activity","GO:0010952","1","0","14","595","1","8796","TC005841"
"GO:BP","regulation of metal ion transport","GO:0010959","1","0","30","595","4","8796","TC005524,TC005525,TC008118,TC015941"
"GO:BP","regulation of glucan biosynthetic process","GO:0010962","1","0","2","595","1","8796","TC003540"
"GO:BP","transport along microtubule","GO:0010970","1","0","41","595","7","8796","TC003774,TC004615,TC004637,TC008318,TC008997,TC009109,TC012455"
"GO:BP","negative regulation of G2/M transition of mitotic cell cycle","GO:0010972","1","0","14","595","1","8796","TC012831"
"GO:BP","regulation of neuron projection development","GO:0010975","1","0","22","595","5","8796","TC003774,TC004144,TC004583,TC014179,TC014181"
"GO:BP","positive regulation of neuron projection development","GO:0010976","1","0","9","595","1","8796","TC014181"
"GO:BP","negative regulation of neuron projection development","GO:0010977","1","0","4","595","1","8796","TC014179"
"GO:BP","programmed cell death","GO:0012501","1","0","113","595","11","8796","TC001108,TC001192,TC001750,TC002403,TC003826,TC004014,TC006299,TC009537,TC010420,TC012831,TC013429"
"GO:BP","heparan sulfate proteoglycan biosynthetic process","GO:0015012","1","0","8","595","3","8796","TC004758,TC004910,TC013753"
"GO:BP","positive regulation of endopeptidase activity","GO:0010950","1","0","3","595","1","8796","TC005841"
"GO:BP","CDP-diacylglycerol biosynthetic process","GO:0016024","1","0","3","595","2","8796","TC014085,TC014743"
"GO:BP","viral process","GO:0016032","1","0","3","595","1","8796","TC016197"
"GO:BP","lipid catabolic process","GO:0016042","1","0","132","595","10","8796","TC001035,TC004663,TC004703,TC004777,TC007628,TC008216,TC010774,TC011540,TC011634,TC011635"
"GO:BP","macroautophagy","GO:0016236","1","0","47","595","1","8796","TC007876"
"GO:BP","attachment of GPI anchor to protein","GO:0016255","1","0","5","595","1","8796","TC010108"
"GO:BP","O-glycan processing","GO:0016266","1","0","4","595","1","8796","TC013781"
"GO:BP","phosphorylation","GO:0016310","1","0","412","595","37","8796","TC000382,TC001087,TC001754,TC002522,TC002973,TC003645,TC003964,TC004380,TC004721,TC004724,TC004776,TC004792,TC005644,TC006299,TC006314,TC006474,TC007481,TC007850,TC008860,TC009259,TC009262,TC009314,TC010046,TC010814,TC010831,TC011145,TC011541,TC012347,TC012367,TC013565,TC014023,TC014181,TC014210,TC015081,TC015365,TC015628,TC030744"
"GO:BP","dephosphorylation","GO:0016311","1","0","118","595","6","8796","TC004794,TC007850,TC008818,TC009264,TC009266,TC010766"
"GO:BP","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","GO:0016339","1","0","1","595","1","8796","TC013570"
"GO:BP","dendrite development","GO:0016358","1","0","7","595","1","8796","TC003774"
"GO:BP","post-transcriptional gene silencing","GO:0016441","1","0","10","595","1","8796","TC008350"
"GO:BP","cell migration","GO:0016477","1","0","61","595","8","8796","TC001713,TC004144,TC006673,TC008417,TC013589,TC013790,TC014179,TC014600"
"GO:BP","cytosolic transport","GO:0016482","1","0","33","595","2","8796","TC004631,TC015996"
"GO:BP","protein processing","GO:0016485","1","0","59","595","8","8796","TC000463,TC002463,TC003864,TC010168,TC010869,TC012672,TC015532,TC015533"
"GO:BP","iron-sulfur cluster assembly","GO:0016226","1","0","18","595","2","8796","TC004013,TC004939"
"GO:BP","peptide hormone processing","GO:0016486","1","0","3","595","1","8796","TC010869"
"GO:BP","peroxisome fission","GO:0016559","1","0","4","595","1","8796","TC011223"
"GO:BP","protein ubiquitination","GO:0016567","1","0","191","595","19","8796","TC000502,TC001072,TC001192,TC001697,TC001755,TC002403,TC002588,TC002590,TC004145,TC004152,TC006323,TC006704,TC007434,TC010856,TC010870,TC012378,TC013075,TC014905,TC030779"
"GO:BP","protein deubiquitination","GO:0016579","1","0","44","595","7","8796","TC000504,TC003401,TC003940,TC004141,TC009817,TC010838,TC015184"
"GO:BP","Rac protein signal transduction","GO:0016601","1","0","1","595","1","8796","TC003222"
"GO:BP","poly(A)+ mRNA export from nucleus","GO:0016973","1","0","11","595","2","8796","TC008131,TC014047"
"GO:BP","cytochrome complex assembly","GO:0017004","1","0","22","595","1","8796","TC011347"
"GO:BP","plasma membrane phospholipid scrambling","GO:0017121","1","0","9","595","2","8796","TC009537,TC013581"
"GO:BP","negative regulation of translation","GO:0017148","1","0","20","595","1","8796","TC003774"
"GO:BP","regulation of exocytosis","GO:0017157","1","0","17","595","2","8796","TC006627,TC014984"
"GO:BP","N-terminal peptidyl-methionine acetylation","GO:0017196","1","0","6","595","1","8796","TC004679"
"GO:BP","protein polyglutamylation","GO:0018095","1","0","7","595","2","8796","TC014642,TC030652"
"GO:BP","protein import into peroxisome matrix","GO:0016558","1","0","9","595","1","8796","TC014905"
"GO:BP","heterocycle biosynthetic process","GO:0018130","1","0","1475","595","77","8796","TC000085,TC000466,TC001624,TC001634,TC001751,TC002501,TC002540,TC002622,TC002825,TC002976,TC003247,TC003474,TC003555,TC003573,TC003594,TC004600,TC004658,TC004697,TC004724,TC004865,TC005415,TC005516,TC005597,TC005628,TC005644,TC006301,TC007077,TC007168,TC007382,TC007640,TC007848,TC007870,TC008332,TC008353,TC008354,TC009258,TC009262,TC009280,TC009536,TC009542,TC009550,TC010405,TC010518,TC010778,TC010795,TC010805,TC010896,TC011040,TC011045,TC011114,TC011527,TC011541,TC011542,TC012384,TC012388,TC013047,TC013218,TC013432,TC013586,TC013689,TC013758,TC013931,TC014217,TC014236,TC014398,TC014894,TC014899,TC015072,TC015074,TC015082,TC015096,TC015322,TC015347,TC015613,TC015626,TC015634,TC030725"
"GO:BP","endosomal transport","GO:0016197","1","0","93","595","6","8796","TC003202,TC004631,TC007124,TC009279,TC015996,TC016197"
"GO:BP","synaptic vesicle uncoating","GO:0016191","1","0","1","595","1","8796","TC004801"
"GO:BP","cellular component organization","GO:0016043","1","0","1511","595","122","8796","TC000032,TC000477,TC000806,TC001072,TC001103,TC001108,TC001109,TC001193,TC001231,TC001750,TC001752,TC001759,TC002404,TC002540,TC002825,TC002864,TC002949,TC002963,TC003094,TC003116,TC003222,TC003366,TC003433,TC003573,TC003587,TC003774,TC004013,TC004014,TC004017,TC004130,TC004134,TC004144,TC004151,TC004311,TC004581,TC004583,TC004637,TC004664,TC004721,TC004801,TC004873,TC004939,TC005186,TC005665,TC005794,TC006152,TC006604,TC006673,TC007079,TC007136,TC007173,TC007253,TC007481,TC007629,TC007656,TC007850,TC007876,TC007906,TC008111,TC008292,TC008402,TC008618,TC008860,TC008997,TC009109,TC009266,TC009279,TC009280,TC009437,TC009537,TC009546,TC009633,TC009721,TC010011,TC010334,TC010420,TC010445,TC010805,TC010807,TC010814,TC010829,TC010870,TC010873,TC010886,TC011200,TC011223,TC011241,TC011347,TC011517,TC011978,TC012375,TC012455,TC012831,TC013301,TC013570,TC013571,TC013581,TC013586,TC013629,TC013782,TC013790,TC014023,TC014041,TC014179,TC014181,TC014236,TC014642,TC014905,TC015014,TC015016,TC015081,TC015622,TC015626,TC015633,TC015634,TC015660,TC015819,TC015826,TC015986,TC016231,TC030614,TC030652"
"GO:BP","cell growth","GO:0016049","1","0","16","595","2","8796","TC014179,TC015634"
"GO:BP","vesicle organization","GO:0016050","1","0","69","595","4","8796","TC002949,TC006604,TC007906,TC009279"
"GO:BP","carbohydrate biosynthetic process","GO:0016051","1","0","33","595","6","8796","TC003540,TC004619,TC009819,TC013047,TC013753,TC015651"
"GO:BP","carbohydrate catabolic process","GO:0016052","1","0","42","595","4","8796","TC004380,TC006170,TC006698,TC010448"
"GO:BP","organic acid biosynthetic process","GO:0016053","1","0","111","595","5","8796","TC011121,TC011522,TC013047,TC015096,TC015613"
"GO:BP","organic acid catabolic process","GO:0016054","1","0","89","595","6","8796","TC004703,TC004777,TC010448,TC010774,TC010779,TC014551"
"GO:BP","Wnt signaling pathway","GO:0016055","1","0","49","595","6","8796","TC001192,TC002911,TC006314,TC007146,TC012388,TC013754"
"GO:BP","RNA metabolic process","GO:0016070","1","0","1563","595","110","8796","TC000085,TC000477,TC000481,TC001108,TC001624,TC001704,TC001750,TC002501,TC002540,TC002622,TC002825,TC002912,TC002976,TC003119,TC003247,TC003474,TC003555,TC003562,TC003573,TC003587,TC003588,TC003594,TC003731,TC003774,TC004600,TC004658,TC004697,TC004865,TC005415,TC005516,TC005794,TC006199,TC006301,TC006313,TC006547,TC007077,TC007123,TC007168,TC007382,TC007615,TC007640,TC007870,TC007893,TC008014,TC008111,TC008332,TC008353,TC008372,TC008410,TC008716,TC009258,TC009262,TC009265,TC009268,TC009280,TC009536,TC009538,TC009542,TC009550,TC010322,TC010334,TC010405,TC010418,TC010518,TC010772,TC010778,TC010795,TC010805,TC010896,TC011040,TC011045,TC011106,TC011114,TC011516,TC011517,TC011523,TC011527,TC011542,TC011978,TC012019,TC012371,TC012384,TC012388,TC013218,TC013413,TC013432,TC013586,TC013689,TC013758,TC013782,TC013885,TC014217,TC014236,TC014271,TC014398,TC014894,TC014899,TC014947,TC015072,TC015074,TC015082,TC015300,TC015347,TC015512,TC015626,TC015634,TC015985,TC016231,TC030596,TC030605"
"GO:BP","mRNA metabolic process","GO:0016071","1","0","278","595","17","8796","TC002501,TC003562,TC003587,TC003588,TC003731,TC003774,TC004600,TC005415,TC005794,TC006199,TC007615,TC008014,TC008111,TC009258,TC010322,TC013885,TC030605"
"GO:BP","rRNA metabolic process","GO:0016072","1","0","149","595","16","8796","TC000477,TC001108,TC002912,TC003119,TC003588,TC006313,TC007123,TC007893,TC010334,TC011517,TC011527,TC011978,TC012019,TC013885,TC016231,TC030596"
"GO:BP","vesicle-mediated transport","GO:0016192","1","0","412","595","37","8796","TC000641,TC001193,TC002949,TC003202,TC004151,TC004631,TC004683,TC004801,TC006102,TC006604,TC006627,TC007124,TC007146,TC007849,TC007861,TC007906,TC009279,TC009537,TC009548,TC009551,TC009679,TC010886,TC011538,TC011637,TC013571,TC013604,TC013609,TC013894,TC014173,TC014951,TC014984,TC015014,TC015061,TC015633,TC015986,TC015996,TC016197"
"GO:BP","snRNA metabolic process","GO:0016073","1","0","32","595","6","8796","TC003588,TC009538,TC012019,TC012371,TC013885,TC015300"
"GO:BP","rRNA catabolic process","GO:0016075","1","0","15","595","3","8796","TC001108,TC003588,TC013885"
"GO:BP","snRNA catabolic process","GO:0016076","1","0","3","595","2","8796","TC003588,TC013885"
"GO:BP","sno(s)RNA catabolic process","GO:0016077","1","0","3","595","2","8796","TC003588,TC013885"
"GO:BP","tRNA catabolic process","GO:0016078","1","0","8","595","2","8796","TC003588,TC013885"
"GO:BP","terpenoid biosynthetic process","GO:0016114","1","0","3","595","2","8796","TC009172,TC009257"
"GO:BP","sterol metabolic process","GO:0016125","1","0","18","595","3","8796","TC007511,TC008216,TC009172"
"GO:BP","sterol biosynthetic process","GO:0016126","1","0","13","595","2","8796","TC007511,TC009172"
"GO:BP","glycoside metabolic process","GO:0016137","1","0","9","595","1","8796","TC005412"
"GO:BP","glycoside catabolic process","GO:0016139","1","0","9","595","1","8796","TC005412"
"GO:BP","snRNA processing","GO:0016180","1","0","20","595","3","8796","TC009538,TC012371,TC015300"
"GO:BP","synaptic vesicle budding from presynaptic endocytic zone membrane","GO:0016185","1","0","2","595","1","8796","TC007906"
"GO:BP","sno(s)RNA metabolic process","GO:0016074","1","0","11","595","2","8796","TC003588,TC013885"
"GO:BP","cellular nitrogen compound catabolic process","GO:0044270","1","0","145","595","11","8796","TC001108,TC001750,TC002501,TC003588,TC003774,TC004380,TC006170,TC009258,TC010876,TC013885,TC030605"
"GO:BP","metaphase/anaphase transition of cell cycle","GO:0044784","1","0","22","595","2","8796","TC000032,TC001072"
"GO:BP","sulfur compound biosynthetic process","GO:0044272","1","0","56","595","6","8796","TC004758,TC004910,TC005597,TC013753,TC015096,TC015613"
"GO:BP","anterograde dendritic transport of messenger ribonucleoprotein complex","GO:0098964","1","0","2","595","1","8796","TC004615"
"GO:BP","vesicle-mediated transport in synapse","GO:0099003","1","0","36","595","2","8796","TC004801,TC007906"
"GO:BP","plasma membrane invagination","GO:0099024","1","0","8","595","1","8796","TC009537"
"GO:BP","microtubule-based transport","GO:0099111","1","0","42","595","7","8796","TC003774,TC004615,TC004637,TC008318,TC008997,TC009109,TC012455"
"GO:BP","postsynaptic modulation of chemical synaptic transmission","GO:0099170","1","0","1","595","1","8796","TC003774"
"GO:BP","regulation of trans-synaptic signaling","GO:0099177","1","0","61","595","5","8796","TC003774,TC004616,TC005524,TC005525,TC015622"
